Date,SPX,RTY,MXEA,MXEF,LBUSTRUU,LF98TRUU,FNERTR,SPGSCI,XAU ,NDX
31/07/2018,2816.29,1670.805,2006.06,1087.46,2013.76,1974.4,17621.03,464.8324,1224.15,7231.98
31/08/2018,2901.52,1740.753,1962.05,1055.96,2026.72,1988.97,18110.35,468.6881,1201.15,7654.55
28/09/2018,2913.98,1696.571,1973.6,1047.91,2013.67,2000.04,17667.15,486.2794,1190.88,7627.65
31/10/2018,2711.74,1511.413,1815.17,955.92,1997.76,1968.07,17199.79,456.3168,1214.76,6967.1
30/11/2018,2760.17,1533.266,1809.56,994.72,2009.68,1951.14,18017.18,406.5197,1220.52,6949.01
31/12/2018,2506.85,1348.559,1719.88,965.78,2046.6,1909.36,16595.65,374.3282,1282.49,6329.96
31/01/2019,2704.1,1499.419,1831.09,1049.93,2068.34,1995.67,18517.39,407.8907,1321.25,6906.84
28/02/2019,2784.49,1575.549,1873.72,1050.95,2067.14,2028.86,18617.67,426.3466,1313.32,7097.53
29/03/2019,2834.4,1539.739,1875.43,1058.13,2106.83,2047.94,19445.86,434.1253,1292.38,7378.77
30/04/2019,2945.83,1591.211,1921.49,1079.24,2107.37,2077.06,19400.8,446.4518,1283.53,7781.46
31/05/2019,2752.06,1465.487,1817.39,998,2144.78,2052.37,19525.76,407.7638,1305.58,7127.96
28/06/2019,2941.76,1566.572,1922.3,1054.86,2171.71,2099.15,19793.88,425.3581,1409.55,7671.08
31/07/2019,2980.38,1574.605,1897.12,1037.01,2176.49,2110.98,20098.76,422.4391,1413.78,7848.78
30/08/2019,2926.46,1494.839,1842.58,984.33,2232.89,2119.43,20931.02,397.0581,1520.38,7691
30/09/2019,2976.74,1523.373,1889.36,1001,2221,2127.15,21323.97,403.6126,1472.49,7749.45
31/10/2019,3037.56,1562.452,1955.48,1041.98,2227.69,2133.02,21554.83,407.5104,1512.99,8083.83
29/11/2019,3140.98,1624.503,1974.47,1040.05,2226.55,2139.99,21222.26,409.1913,1463.98,8403.69
31/12/2019,3230.78,1668.469,2036.94,1114.66,2225,2182.77,21352.44,436.2189,1517.27,8733.07
31/01/2020,3225.52,1614.061,1993.72,1062.34,2267.82,2183.35,21622.6,388.8018,1589.16,8991.51
28/02/2020,2954.22,1476.431,1809.71,1005.52,2308.64,2152.56,20103.47,358.4439,1585.69,8461.83
31/03/2020,2584.59,1153.103,1559.59,848.58,2295.05,1905.89,16347.2,255.5416,1577.18,7813.5
30/04/2020,2912.43,1310.664,1657.69,924.94,2335.85,1991.76,17790.6,257.0446,1686.5,9000.51
29/05/2020,3044.31,1394.035,1725.09,930.35,2346.72,2079.5,18094.9,307.0756,1730.27,9555.52
30/06/2020,3100.29,1441.365,1780.58,995.1,2361.51,2099.86,18512.81,325.483,1780.96,10156.85
31/07/2020,3271.12,1480.427,1820.21,1078.92,2396.78,2198.3,19219.32,339.821,1975.86,10905.88
31/08/2020,3500.31,1561.876,1909.99,1101.5,2377.43,2219.2,19245.57,358.2109,1967.8,12110.7
30/09/2020,3363,1507.692,1855.32,1082,2376.13,2196.37,18733.04,350.178,1885.82,11418.06
30/10/2020,3269.96,1538.479,1780.08,1103.46,2365.52,2207.52,18104.61,340.7799,1878.81,11052.95
30/11/2020,3621.63,1819.816,2053.83,1205.07,2388.73,2294.85,19774.43,385.594,1776.95,12268.32
31/12/2020,3756.07,1974.855,2147.53,1291.26,2392.02,2338.05,20258.86,409.458,1898.36,12888.28
29/01/2021,3714.24,2073.641,2124.05,1329.57,2374.87,2345.78,20244.45,430.9947,1847.65,12925.38
26/02/2021,3811.15,2201.051,2168.87,1339.26,2340.58,2354.4,20795.58,476.9869,1734.04,12909.44
31/03/2021,3972.89,2220.519,2208.32,1316.43,2311.35,2357.92,21944.84,467.414,1707.71,13091.44
30/04/2021,4181.17,2266.449,2268.51,1347.61,2329.61,2383.53,23726.14,505.8542,1769.13,13860.76
31/05/2021,4204.11,2268.972,2334,1376.21,2337.22,2390.58,23921.42,519.2278,1906.87,13686.51
30/06/2021,4297.5,2310.549,2304.92,1374.64,2353.64,2422.6,24584.1,535.9755,1770.11,14554.8
30/07/2021,4395.26,2226.246,2321.09,1277.8,2379.96,2431.83,25657.05,541.129,1814.19,14959.9
31/08/2021,4522.68,2273.774,2356.42,1308.67,2375.43,2444.32,26191.56,527.3677,1813.62,15582.51
30/09/2021,4307.54,2204.372,2281.29,1253.1,2354.86,2444.06,24640.59,557.7057,1756.95,14689.62
29/10/2021,4605.38,2297.191,2335.53,1264.75,2354.21,2439.87,26384.62,588.2094,1783.38,15850.47
30/11/2021,4567,2198.908,2223.7,1212.42,2361.18,2416.14,26117.18,522.4443,1774.52,16135.92
31/12/2021,4766.18,2245.313,2336.07,1232.01,2355.14,2461.43,28625.44,561.1805,1829.2,16320.08
31/01/2022,4515.55,2028.453,2222.45,1208.23,2304.4,2394.13,26354.72,623.7843,1797.17,14930.05
28/02/2022,4373.94,2048.089,2179.1,1171.31,2278.69,2369.55,25328.68,673.0487,1908.99,14237.81
31/03/2022,4530.41,2070.125,2181.63,1141.79,2215.38,2342.38,27119.13,724.1862,1937.44,14838.49
29/04/2022,4131.93,1864.103,2033.7,1076.19,2131.31,2259.09,26127.91,756.7522,1896.93,12854.8
31/05/2022,4132.15,1864.043,2037.87,1077.67,2145.05,2264.63,24904.74,786.4548,1837.35,12642.1
30/06/2022,3785.38,1707.99,1846.28,1000.67,2111.4,2112.15,23136.73,709.2296,1807.27,11503.72
29/07/2022,4130.29,1885.23,1937.26,993.78,2162.99,2236.84,25114.35,692.6372,1765.94,12947.97
31/08/2022,3955,1844.115,1840.5,994.11,2101.88,2185.29,23636.59,665.9277,1711.04,12272.03
30/09/2022,3585.62,1664.716,1661.48,875.79,2011.06,2098.5,20630.59,607.7575,1660.61,10971.22
31/10/2022,3871.98,1846.863,1750,848.16,1985.01,2153.03,21328.28,636.8439,1633.56,11405.57
30/11/2022,4080.11,1886.577,1944.03,972.29,2058.01,2199.76,22606.77,621.1091,1768.52,12030.06
30/12/2022,3839.5,1761.246,1943.93,956.38,2048.73,2186.03,21483.84,610.0719,1824.02,10939.76
31/01/2023,4076.6,1931.945,2100.44,1031.5,2111.76,2269.26,23647.16,606.0573,1928.36,12101.93
28/02/2023,3970.15,1896.991,2053.69,964.01,2057.16,2240.09,22245.88,581.8661,1826.92,12042.12
31/03/2023,4109.31,1802.484,2092.6,990.28,2109.41,2264.03,21858.66,574.0241,1969.28,13181.35
28/04/2023,4169.48,1768.987,2143.85,977.05,2122.2,2286.64,21923.69,564.9676,1990,13245.99
31/05/2023,4179.83,1749.65,2041.81,958.53,2099.09,2265.69,20996.68,528.2247,1962.73,14254.09
30/06/2023,4450.38,1888.734,2131.72,989.48,2091.6,2303.6,22121.65,540.4607,1919.35,15179.21
31/07/2023,4588.96,2003.177,2199.36,1046.91,2090.15,2335.38,22564.66,593.4022,1965.09,15757
31/08/2023,4507.66,1899.676,2109.16,980.33,2076.8,2341.85,21813.8,591.4241,1940.19,15501.07
29/09/2023,4288.05,1785.102,2031.26,952.78,2024.02,2314.15,20277.9,609.6686,1848.63,14715.24
31/10/2023,4193.8,1662.282,1947.91,915.2,1992.08,2287.2,19645.69,576.9723,1983.88,14409.78
30/11/2023,4567.8,1809.02,2124.91,987.1,2082.29,2390.82,21976.12,555.7702,2036.41,15947.87
29/12/2023,4769.83,2027.074,2236.16,1023.74,2162,2479.95,23923.6,535.6413,2062.98,16825.93
31/01/2024,4845.65,1947.342,2248.2,975.8,2156.06,2479.85,22760.79,555.0681,2039.52,17137.24
29/02/2024,5096.27,2054.843,2285.97,1020.94,2125.6,2487.09,23199.36,557.9317,2044.3,18043.85
29/03/2024,5254.35,2124.547,2349.42,1043.2,2145.23,2516.52,23611.45,582.4785,2229.87,18254.69
30/04/2024,5035.69,1973.906,2280.53,1045.95,2091.04,2492.86,21743.39,586.1663,2286.25,17440.69
31/05/2024,5277.51,2070.126,2355.67,1048.96,2126.49,2520.25,22893.08,573.2754,2327.33,18536.65
28/06/2024,5460.48,2047.691,2314.63,1086.25,2146.63,2544.05,23399.57,578.3853,2326.75,19682.87
31/07/2024,5522.3,2254.484,2381.44,1084.77,2196.77,2593.51,25078.87,551.4392,2447.6,19362.43
30/08/2024,5648.4,2217.633,2453.44,1099.92,2228.33,2635.81,26489.61,536.7498,2503.39,19574.64
30/09/2024,5762.48,2229.97,2468.66,1170.85,2258.17,2678.46,27328.47,532.8835,2634.58,20060.69
31/10/2024,5705.45,2196.652,2332.94,1119.52,2202.17,2663.98,26341.96,534.2031,2743.97,19890.42
29/11/2024,6032.38,2434.726,2315.77,1078.57,2225.45,2694.63,27283.38,535.7093,2643.15,20930.37
31/12/2024,5881.63,2230.158,2261.81,1075.48,2189.03,2683.14,25101.18,549.6434,2624.5,21012.17
31/01/2025,6040.53,2287.692,2379.76,1093.37,2200.64,2719.8,25358.56,561.9173,2798.41,21478.05
28/02/2025,5954.5,2163.069,2422.66,1097.25,2249.06,2738.06,26414.38,553.5848,2857.83,20884.41
31/03/2025,5611.85,2011.913,2400.82,1101.4,2249.91,2710.07,25791.83,568.0834,3123.57,19278.45
30/04/2025,5569.06,1964.119,2501.02,1112.84,2258.75,2709.52,25281.42,518.1492,3288.71,19571.02
30/05/2025,5911.69,2066.287,2600.33,1157.34,2242.58,2755.03,25572.71,524.6726,3289.25,21340.99
30/06/2025,6204.95,2175.035,2654.79,1222.78,2277.06,2805.7,25551.84,543.1381,3303.14,22679.01
31/07/2025,6339.39,2211.649,2616.21,1243.23,2271.05,2818.35,25275.24,553.9949,3289.93,23218.12
29/08/2025,6460.26,2366.418,2722.38,1258.44,2298.22,2853.57,26120.6,549.7115,3447.95,23415.42
25/09/2025,6604.72,2411.041,2725.71,1343.82,2318.61,2872.83,25815.45,558.1229,3749.44,24397.31
